Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45
2017-06-12,10178,5879,148400,6347,4476,942109,58098,18458,98685,101760,102115,54428,91482,111334,98791,25574,57674,19032,8195,53764,300870,11729,13551,99009,532271,48611,21859,19582,44927,50710,35205,56621,52505,88207,16567,835,9619,1232,3404,1297,34815,2236,54628,25065,9150
2017-06-13,6523,5795,147050,6126,4191,934589,53581,53200,110059,143710,89789,44864,91080,105374,87073,33422,57754,18990,9583,56137,267305,10310,13145,79424,229634,43949,23291,19283,42759,50089,38576,63703,55394,81176,13672,764,9509,1100,3442,1238,35937,2134,69530,24883,4316
2017-06-14,6291,5466,142460,5224,4034,950712,51032,22391,103195,109907,77972,45363,85819,99124,84089,35873,52060,18235,7870,39520,252842,10217,12481,104303,209432,41635,21856,19753,43690,48440,31618,51335,52600,95131,13565,784,8763,1071,3216,1272,39977,2340,65887,27599,3557
2017-06-15,5837,5233,145195,5316,3885,926058,48766,19644,95014,97733,79248,42401,83355,96101,98773,31006,58782,18127,8186,52996,240777,11328,12754,80498,193252,43953,25093,18566,38481,47018,37842,60940,51898,88761,12600,697,9180,1052,3001,1295,38102,2226,47750,25199,2851
2017-06-16,6727,5374,142042,5665,3861,820897,41144,16275,73850,78932,74687,43674,82414,102476,86478,29598,63475,18010,7986,51342,259534,15459,11895,73187,188275,39688,26723,14097,44593,43131,31750,52747,53074,82152,12929,779,9533,1119,3245,1192,33900,2306,36569,23119,2648
2017-06-17,5765,5217,112755,5782,3766,741388,40956,14537,52939,65727,75272,52463,84660,91875,79852,41026,58201,22220,9223,42357,288823,14730,11031,76610,209957,39718,28406,20265,52436,52754,31441,67349,49540,90999,15436,579,8849,927,2760,536,39831,2429,36614,25228,2741
2017-06-18,5986,5167,111552,5081,3833,765381,45272,15483,62152,73522,80139,49335,88387,98476,83719,48981,61772,19728,9427,48278,336277,16304,14326,75417,227628,53284,34974,15396,44681,51217,34988,88616,49579,94034,15507,411,7795,809,2072,505,40919,2609,36854,27047,2921
2017-06-19,6060,5251,145903,5805,4143,859847,48185,17393,84268,90486,78940,46474,91937,99427,79099,28715,57736,17522,7830,43497,267217,13773,15582,78538,211750,51756,27517,16171,39532,48365,31695,62986,50944,96118,15388,690,13076,1002,2966,1222,35207,2429,30573,24642,2740
2017-06-20,6379,6167,141507,5755,4229,871547,48984,16035,91655,90175,80509,45518,85300,94061,78468,23677,54097,17118,10566,38435,261859,11491,14312,88164,182458,42706,24785,14505,37101,49076,45445,53838,46471,87772,12646,805,13956,1098,3358,1306,32217,2210,28262,23602,2627
2017-06-21,7099,5691,144778,6420,4132,885594,48095,15786,90400,94648,78086,47787,88141,109915,79897,20880,61325,17934,12267,38001,275984,14952,13966,127103,192832,38140,27498,13938,45317,61796,42078,53548,59620,97595,12386,641,14763,1085,3255,1326,30148,2014,26797,22617,2399
2017-06-22,6226,6372,139295,5974,3960,891576,44598,15348,84213,82592,75188,43711,82278,116709,80524,21466,55441,16661,10000,47632,278453,11131,13133,103734,203164,42724,21532,15512,50218,54996,32852,61487,61721,88151,12774,800,13810,1114,3117,1263,31352,2097,26042,25038,2391
2017-06-23,5844,5518,131456,5936,3618,804760,37805,14344,68494,72139,75794,39349,100381,95266,74890,22028,62365,18049,9352,42762,263874,10808,13211,89680,204473,36472,21335,14339,45194,47807,26245,46284,56058,83944,11613,664,18546,1157,3096,1158,29656,2234,23863,23117,2466
2017-06-24,5846,5483,110617,5274,3766,729437,37494,14710,51137,76120,100096,36298,96007,100810,72378,19744,52286,22212,8963,40935,286374,14512,18036,77360,218700,37249,21178,14206,50205,47834,56438,60108,54487,98979,12963,536,10195,792,2364,579,29648,3655,24497,22428,2074
2017-06-25,6116,6093,116330,5871,4055,751650,44572,15427,62231,73416,74916,40003,110632,102925,80522,24977,63013,21357,11117,69502,309288,12782,18253,89967,219136,40464,24548,15811,56686,51296,38072,66261,56323,95024,15022,525,9300,703,2047,572,33071,4289,31674,24008,2132
2017-06-26,6696,6432,142204,6398,4262,854219,48565,16759,79550,85884,78493,37509,85784,99910,74208,22886,58773,19991,9555,49495,320804,15249,34375,84816,266992,46682,22211,17094,48057,50214,33900,45530,63004,81946,13849,801,14430,1178,3026,1255,30875,2305,29770,24247,2391
2017-06-27,6439,6570,149877,5883,4349,855010,47659,17243,81275,80416,73924,36096,79945,97426,74502,22597,57055,17312,9923,43703,308834,11184,22479,110302,223338,40088,24957,17361,44050,52692,38174,41202,64446,87927,12358,818,15074,982,3315,1247,30604,2423,26295,25102,2359
2017-06-28,6997,6389,144185,6220,4403,850358,45210,17288,81034,84233,68522,34761,73732,92141,69488,24588,53892,18315,14473,44832,290595,21483,20135,169629,224450,41083,21753,14783,42004,55119,30981,44284,60020,96712,17429,776,14216,1167,3764,1381,31828,2177,24540,23340,2320
2017-06-29,6545,6603,147251,6603,4700,842560,45253,15914,77894,76308,65773,33379,73626,87103,67392,22319,51970,17415,9365,44126,263666,11882,17172,107020,193922,44016,25100,17120,47905,84144,29923,39256,60584,97843,14969,767,21001,1085,3107,1242,32794,1980,23626,23030,2183
2017-06-30,6427,5936,137188,6132,4188,741653,36537,14196,57509,64009,66799,34612,69775,81679,69830,23007,45772,16359,9509,40904,255930,13061,16829,83981,187170,37597,21952,13617,41253,42429,29268,44009,58896,121126,12172,699,15830,1105,3072,1151,34124,2980,22776,21179,1803
2017-07-01,5973,5739,106234,5497,3847,675267,34813,14359,46308,56669,76693,38018,76014,79169,69549,21845,52469,18359,9585,42082,255250,18688,13984,74388,195588,39356,24753,13060,42012,54666,37137,59723,73785,124312,13987,494,12907,793,2235,568,32957,2251,24104,21858,3425
2017-07-02,6192,6143,111969,5700,3977,849561,43771,15633,54541,72743,73378,39610,77207,83562,79988,26164,61141,19891,11161,62621,285314,18934,12912,81222,185590,44032,25764,13438,44994,52566,32294,45968,61986,102795,17542,469,11773,826,2214,553,36399,2399,29382,24733,3088
2017-07-03,6318,6118,135208,5844,3916,824870,45520,16057,73755,82809,69118,37329,77792,85385,87213,107411,54192,16643,8805,44334,280206,19402,14241,75734,177414,41078,20106,13544,36533,46313,33053,37223,62821,87063,14634,1028,18247,1280,3418,1239,30962,2010,28178,24533,2784
2017-07-04,6078,5948,130745,5883,4012,823091,43873,16246,72765,79900,67776,38324,80691,86848,83372,55909,53917,16624,9949,39270,281812,12126,13508,98473,176481,36847,19498,13053,34978,41777,45169,43700,61639,101889,18506,714,14949,1011,2831,1024,31759,2036,26260,25778,2577
2017-07-05,6218,5855,137584,5880,3871,884871,40689,15807,73356,83114,67690,36810,79132,83754,74876,37785,50728,16134,9011,36355,263538,11494,14991,81411,163177,34570,22287,12169,35645,40232,48378,38779,63916,113529,14717,684,12977,1071,3046,1135,30743,2220,24638,26614,2530
2017-07-06,6516,5902,136947,5848,4063,808329,38187,14662,71099,79948,69868,42338,77739,90309,77651,32523,55383,20654,8748,44225,280654,13549,14044,74106,169891,35988,24342,13050,35236,42091,48143,53503,112677,89830,16800,670,16259,1050,3038,1282,32115,2549,24926,26287,2412
2017-07-07,6018,5814,130548,11029,3983,759093,33957,13049,57930,66495,70056,60040,72382,92746,75683,171963,55399,17060,8290,35743,598421,13283,12596,69658,173984,33810,25356,12109,33296,38551,43142,45126,156337,134131,16388,672,17120,923,2812,1306,31045,2551,44313,26528,2808
2017-07-08,5731,5848,102920,7660,3919,700874,31872,11842,49209,58720,78723,83963,81581,105175,69881,71172,52859,15713,8532,41981,328617,21011,11491,74364,207814,34575,21064,13407,36026,40264,53519,53892,64804,106743,15624,509,15577,909,2260,566,30986,3956,39079,25894,2657
2017-07-09,5901,5881,107511,6780,3946,731167,39203,13693,56092,65792,83840,46265,82573,135109,78147,45241,57285,17265,18726,45569,320097,29682,11481,95143,198625,51195,25239,13070,41760,50956,42296,51557,59447,98547,14929,620,14774,911,2307,555,34787,5940,32073,26462,2638
2017-07-10,6424,6459,140046,7017,4127,817887,41520,15088,67773,77521,84711,37953,79221,106787,69792,52465,55686,16981,11563,49412,294431,19906,12006,75505,175225,49330,20865,15611,38444,46794,44231,35973,51998,81714,13250,908,12177,1245,3434,1268,33227,3503,27761,26621,3499
2017-07-11,6407,6921,139325,6279,4179,799511,37421,14676,68710,73370,74936,34481,78528,93046,67740,48997,54440,20870,11529,48614,260144,23755,11459,96588,157944,41464,20626,15906,43247,47891,48450,37404,49827,82301,12890,809,11561,1167,3330,1312,29809,2615,29227,27220,3192
2017-07-12,6359,6543,137555,6169,4000,775676,36802,14872,67800,72819,76063,34250,74866,90248,72158,39347,55641,21721,10199,66300,501256,17730,12724,80239,158138,40791,33673,14721,38449,46652,47833,35811,46831,82465,14271,813,12473,1083,3241,1234,30606,2850,29140,27058,3183
2017-07-13,6558,5795,135292,5910,3957,755931,35177,13429,65215,69487,71372,33703,78455,89236,68431,42254,50896,17900,12072,79086,293659,18910,12654,66635,167589,36201,43622,17811,38525,53130,47762,35923,57802,88303,14805,828,12327,1069,3349,1324,33662,2772,25048,28427,3107
2017-07-14,5917,5751,124518,6649,3960,765826,31418,12799,54242,63155,74258,32887,80918,94452,66165,45591,67819,16989,9371,58147,251014,18819,11656,75613,159931,34627,64132,14432,40200,47509,44257,34854,52590,80305,14969,725,10754,1048,2938,1106,32939,2526,22713,26591,2719
2017-07-15,6018,5491,99014,5985,3708,658316,28685,16039,44905,66371,64780,31224,74893,93000,66113,50302,60212,18893,9692,48924,276615,31679,9857,69129,168200,38985,30186,33489,41032,49628,49760,57088,60352,120792,18816,587,8725,952,2610,633,32877,2695,24656,26279,2814
2017-07-16,7074,6251,103670,6146,4175,697498,32911,14752,52364,64792,67772,36371,81245,100690,74393,58238,58680,26344,11883,153006,307069,22199,10789,73253,177777,39477,29484,21636,49391,51602,50134,57117,61174,110604,20312,739,11274,1158,2632,745,34694,2825,27363,28493,5048
2017-07-17,7159,5985,130764,6704,4298,808673,37978,15686,63695,72371,68458,33923,78588,90431,75837,32873,52267,65601,10278,96604,304903,15601,11313,67925,157802,41068,22997,22737,42575,51262,310975,62667,52308,104164,17869,961,14408,1534,3603,1186,32143,2361,25410,26636,4585
2017-07-18,6622,6185,135114,6542,4034,785494,35010,15308,66771,66839,65496,31592,78746,87979,77897,28192,50179,34176,9170,54754,316381,16307,12097,64366,149084,36512,21021,17483,36654,52449,171559,42677,60537,87443,14572,834,12328,1340,3553,1293,29494,2317,25742,26655,2897
2017-07-19,5721,6602,134343,5306,4158,759873,34219,13585,67451,66022,69628,35138,78925,87820,71589,29112,49793,20271,10566,41788,317681,14486,12612,60434,158784,35652,21492,16037,39212,45563,89752,37385,46150,108239,12925,800,8455,1155,3427,1316,30294,2186,24120,26568,2487
2017-07-20,6589,5639,127592,6407,3854,734123,31728,12911,75510,62190,77071,32230,80923,84494,70620,26233,51420,18954,10174,42229,1103395,17404,13131,65346,178453,36441,24493,14794,38792,43857,66416,41014,59117,91784,13818,768,8693,1111,3314,1255,30530,2144,23292,25162,2459
2017-07-21,6189,6100,122643,5868,3828,728664,30613,12089,57561,61269,66762,32216,78450,86252,69129,25146,51114,22360,8817,36936,760773,14808,12869,57924,175876,38476,21095,14458,40997,42847,57396,34860,60943,88767,14076,816,9124,1156,3141,1201,29748,3746,23575,27712,2295
2017-07-22,6538,5631,99033,6639,3543,649629,28515,11446,47620,55748,69233,31490,86920,80003,99486,32633,53097,17923,9386,40718,399761,16941,14417,66351,173624,36989,19920,13880,39438,43400,77573,41548,50464,98854,15884,688,8194,1030,2307,621,31759,4167,26615,31964,2166
2017-07-23,6215,5444,104684,5742,3651,690316,32425,11970,54756,61531,68471,32605,82489,81925,78274,35846,73864,18838,11847,50321,387445,17402,20414,82000,193314,43538,22335,15014,51370,48754,71722,41138,55309,103257,15126,588,7447,962,2655,523,35053,2751,31521,29884,2499
2017-07-24,6409,6441,134664,6363,4137,767358,35619,13515,68853,70460,104781,34157,83143,85854,71889,35972,57059,17983,11048,51909,323997,21351,17838,63624,162723,42476,19704,16787,39080,52213,143865,32554,48314,94249,14807,806,9767,1186,3454,1192,31748,2855,26140,26394,2387
2017-07-25,6409,5852,133039,6120,3952,749617,34898,14020,73791,73013,75229,36122,81079,83276,67582,31148,52795,18266,11181,42976,272775,24366,15052,60536,145827,43530,21600,15457,39062,52028,97846,49053,46895,100467,13351,922,7858,1378,4216,1267,30894,2873,21628,25232,2311
2017-07-26,6549,5867,134569,5760,3755,750671,34499,16171,91908,72198,67915,31766,76257,105704,68025,32487,52158,17921,9569,39862,275888,13331,15352,57985,162982,40774,20143,14628,42998,51749,58771,35166,46150,97536,14206,837,8517,1201,3308,1178,31909,2469,20866,23921,2466
2017-07-27,7077,5767,129863,5641,3910,738910,34638,14378,66689,92727,67891,32965,77386,91647,65484,33200,70254,17978,8937,39270,259089,12588,14208,56422,153064,44898,20537,14516,40225,45889,53403,34737,50959,92485,12808,847,9192,1263,3600,1166,31897,2579,21026,24983,2392
2017-07-28,7092,5994,119165,5718,4012,691350,31975,12831,57870,65477,68882,33421,85737,115494,67809,27860,60059,17856,9307,41328,246479,17357,13784,55358,147414,37476,17807,14655,37809,43366,48437,37496,64825,104525,12358,767,8866,1254,3528,1082,32372,2512,20228,23822,2322
2017-07-29,6446,5774,96233,5011,3934,627219,28848,12546,46774,59937,142218,32221,78332,89641,67397,28282,50942,17225,8969,41404,269330,16695,11725,58296,155265,34898,18216,14518,50712,53687,61439,40737,54250,108687,13367,545,7233,881,2345,625,34331,2906,23583,25627,3430
2017-07-30,6847,5471,100977,5272,3982,667659,34850,14162,56734,68200,84428,32840,81979,95319,71417,30194,73173,18960,10032,55225,305875,21634,14239,61648,179998,41599,20733,13694,44906,51731,51943,37526,49882,136343,32106,488,12949,835,2284,530,39461,2817,24319,28385,3542
2017-07-31,8867,6189,182166,5761,4051,753891,36378,16332,63347,74187,72744,32975,81840,88176,69243,30015,54089,17153,9156,46277,291799,12142,15091,60206,149622,44249,19059,15351,39012,48297,67660,53988,43901,104030,17605,761,16945,1125,3066,1131,35575,2679,25387,27102,2704
2017-08-01,7569,5949,185834,5774,4043,746344,34396,24628,63635,74570,66783,31752,79964,85595,71775,24537,49250,17691,9739,44886,255447,10810,13359,58044,147914,48939,18361,17218,37737,54475,56900,37058,48039,107626,15006,879,21610,1305,3537,1315,31691,2415,21167,25901,2409
2017-08-02,7845,6059,137235,6054,4296,727590,33649,21469,64809,72288,66950,33648,76458,81179,81151,23762,53030,19625,8817,37637,275069,10647,13618,57743,151203,42852,17796,14928,40203,46337,45063,42696,56179,113753,13242,982,23526,1519,3795,1371,31648,2371,20737,26694,2367
2017-08-03,10892,5608,139090,5536,4114,717538,32627,17115,64547,70136,95135,32945,83275,80603,70313,24966,52994,16373,9497,39666,267874,19030,13471,56953,144421,39180,21229,14260,37619,48549,35228,32827,56561,98848,13358,963,16350,1391,4257,1339,32475,2294,20193,26448,3227
2017-08-04,6314,5534,121469,5403,3739,682807,31748,14864,55201,63526,80724,30969,131335,88022,70266,33601,50759,16157,10046,36440,254212,20854,13594,59325,158492,42381,19205,14055,36396,49664,38631,33965,62133,100930,17415,828,16708,1376,3887,1110,32223,2038,20332,25060,2540
2017-08-05,6285,5514,105864,5032,3774,726292,27910,11874,43992,64442,67165,29897,134037,82184,67984,35060,52491,22246,8617,42898,274358,14309,11052,62774,155142,41053,19889,13590,39469,44932,40910,37804,56973,106265,18013,634,9529,1105,2544,606,31394,3183,19237,24718,2237
2017-08-06,6943,5782,105840,5229,3782,662922,30433,12711,48740,89670,66079,33447,94601,85238,79636,27223,54575,18155,10551,47919,340594,14132,11223,62243,188725,49599,25049,13944,44762,43996,41759,39175,54625,135798,18276,649,7436,1099,2692,599,36398,4606,20770,25710,3171
2017-08-07,6620,5944,174879,5657,4178,813745,35555,13440,64428,105067,66340,33504,84075,86048,78248,25278,55094,15355,9293,46056,332868,12316,11720,62050,145208,39680,21140,16946,39655,45586,70344,34880,54973,129788,16733,1035,14378,1757,3752,1280,32867,3575,21422,25856,2868
2017-08-08,7078,6231,139157,5839,4172,821439,35083,13646,70039,90664,70558,31907,84879,103822,91912,25143,53139,17333,9197,46885,287536,11862,13019,60785,141524,53782,21780,16766,47902,48144,55353,35187,52220,99027,14978,785,15495,1295,3085,1213,32764,3653,22539,25511,2773
2017-08-09,6981,5856,137833,5709,4102,791441,36364,14942,86316,85345,68067,31595,81494,96304,140628,21624,50340,19879,9434,44036,291630,16278,12936,56974,159638,41680,20441,15823,44467,45449,41301,37510,46058,92618,13505,836,15776,1347,3460,1321,31763,3292,21533,27227,9505
2017-08-10,6437,5959,136563,5478,4075,769946,36821,14012,88427,87390,69600,32502,74565,84092,133022,22700,49299,18403,10175,45271,275815,10356,12833,57589,157774,43383,23891,15850,44063,46855,51499,35429,46251,89074,15310,1003,15249,1390,5941,1343,31672,4130,20944,26405,7081
2017-08-11,5900,5981,130834,5580,3962,746671,32388,12508,66178,75349,75534,38018,73188,80936,108283,24114,55794,17266,9326,45804,283995,12587,12278,54451,165793,39558,73808,15275,41284,44429,49120,37698,52235,96876,16824,827,17404,1331,3560,1170,30418,5000,22350,26063,3128
2017-08-12,7253,5875,99580,5962,4130,662989,32321,12410,61147,73968,84120,33703,77360,75747,96069,22573,51298,16653,9858,55562,301587,11352,10503,58962,143726,41871,90338,14690,41146,43066,41069,39384,54763,108300,18275,777,28031,1356,2929,712,30239,3373,20964,25270,2615
2017-08-13,5864,5671,114958,5984,3855,685129,37003,13624,66844,84002,73733,40806,82621,89244,99173,29206,53612,17544,10454,53204,326776,12143,11435,65989,150293,56323,58429,13384,42601,47766,34454,43845,55643,102614,21805,684,27716,1226,2876,594,38675,2908,23263,27442,2926
2017-08-14,6378,6455,149177,5799,4034,773778,39645,13786,84582,108612,70216,36713,81515,87445,108138,23233,49954,16988,9710,56172,290641,11148,11247,59618,129189,42039,27048,15286,37841,45856,93688,46013,103658,140318,23345,1010,21807,1573,3766,1316,32404,3309,23871,25668,2795
2017-08-15,13391,6200,135999,8003,4285,782192,40624,16975,86348,103498,75166,33825,79468,93090,118882,25667,49021,16938,10016,52707,273264,9088,12164,71380,125934,46525,23815,17186,48481,54958,79021,47755,74363,135801,25890,1030,52302,1514,3522,1246,30590,3286,19374,23052,2847
2017-08-16,6553,5946,129836,6199,4039,801476,42131,18458,90834,99409,70353,31668,76679,93149,93548,24417,49425,19783,13885,47961,255131,8858,12785,62271,144735,40110,20422,16917,42415,47234,89370,42102,62591,103852,24706,982,30608,1534,3569,1312,37656,3165,20002,25818,2651
